"iata","lon","lat","iso","name","continent","type","size","timezone","icao","city","country"
"CGR","169.86667","11.233333","MH","Campo Grande","OC","airport","small","-4","SBCG","Campo Grande","Brazil"
"XAP","169.86667","11.233333","MH","Chapeco","OC","airport","small","-3","SBCH","Chapeco","Brazil"
"CLN","169.86667","11.233333","MH","Carolina","OC","airport","small","-3","SBCI","Carolina","Brazil"
"CCM","169.86667","11.233333","MH","Forquilhinha","OC","airport","small","-3","SBCM","Criciuma","Brazil"
"CAW","169.86667","11.233333","MH","Bartolomeu Lisandro","OC","airport","small","-3","SBCP","Campos","Brazil"
"CMG","169.86667","11.233333","MH","Corumba Intl","OC","airport","small","-4","SBCR","Corumba","Brazil"
"CWB","169.86667","11.233333","MH","Afonso Pena","OC","airport","small","-3","SBCT","Curitiba","Brazil"
"CRQ","169.86667","11.233333","MH","Caravelas","OC","airport","small","-3","SBCV","Caravelas","Brazil"
"CXJ","169.86667","11.233333","MH","Campo Dos Bugres","OC","airport","small","-3","SBCX","Caxias Do Sul","Brazil"
"CGB","169.86667","11.233333","MH","Marechal Rondon","OC","airport","small","-4","SBCY","Cuiaba","Brazil"
"CZS","169.86667","11.233333","MH","Cruzeiro do Sul","OC","airport","small","-5","SBCZ","Cruzeiro do Sul","Brazil"
"PPB","169.86667","11.233333","MH","Presidente Prudente","OC","airport","small","-3","SBDN","President Prudente","Brazil"
"MAO","169.86667","11.233333","MH","Eduardo Gomes Intl","OC","airport","small","-4","SBEG","Manaus","Brazil"
"IGU","169.86667","11.233333","MH","Cataratas Intl","OC","airport","small","-3","SBFI","Foz Do Iguacu","Brazil"
"FLN","169.86667","11.233333","MH","Hercilio Luz","OC","airport","small","-3","SBFL","Florianopolis","Brazil"
"FEN","169.86667","11.233333","MH","Fernando De Noronha","OC","airport","small","-2","SBFN","Fernando Do Noronha","Brazil"
"FOR","169.86667","11.233333","MH","Pinto Martins Intl","OC","airport","small","-3","SBFZ","Fortaleza","Brazil"
"GIG","169.86667","11.233333","MH","Galeao Antonio Carlos Jobim","OC","airport","small","-3","SBGL","Rio De Janeiro","Brazil"
"GYN","169.86667","11.233333","MH","Santa Genoveva","OC","airport","small","-3","SBGO","Goiania","Brazil"
"GRU","169.86667","11.233333","MH","Guarulhos Gov Andre Franco Montouro","OC","airport","small","-3","SBGR","Sao Paulo","Brazil"
"ATM","169.86667","11.233333","MH","Altamira","OC","airport","small","-3","SBHT","Altamira","Brazil"
"IOS","169.86667","11.233333","MH","Ilheus","OC","airport","small","-3","SBIL","Ilheus","Brazil"
"IPN","169.86667","11.233333","MH","Usiminas","OC","airport","small","-3","SBIP","Ipatinga","Brazil"
"IMP","169.86667","11.233333","MH","Prefeito Renato Moreira","OC","airport","small","-3","SBIZ","Imperatriz","Brazil"
"JDF","169.86667","11.233333","MH","Francisco De Assis","OC","airport","small","-3","SBJF","Juiz De Fora","Brazil"
"JPA","169.86667","11.233333","MH","Presidente Castro Pinto","OC","airport","small","-3","SBJP","Joao Pessoa","Brazil"
"JOI","169.86667","11.233333","MH","Lauro Carneiro De Loyola","OC","airport","small","-3","SBJV","Joinville","Brazil"
"CPV","169.86667","11.233333","MH","Presidente Joao Suassuna","OC","airport","small","-3","SBKG","Campina Grande","Brazil"
"VCP","169.86667","11.233333","MH","Viracopos","OC","airport","small","-3","SBKP","Campinas","Brazil"
"LIP","169.86667","11.233333","MH","Lins","OC","airport","small","-3","SBLN","Lins","Brazil"
"LDB","169.86667","11.233333","MH","Londrina","OC","airport","small","-3","SBLO","Londrina","Brazil"
"LAZ","169.86667","11.233333","MH","Bom Jesus Da Lapa","OC","airport","small","-3","SBLP","Bom Jesus Da Lapa","Brazil"
"MAB","169.86667","11.233333","MH","Maraba","OC","airport","small","-3","SBMA","Maraba","Brazil"
"MGF","169.86667","11.233333","MH","Regional De Maringa Silvio Name Junior","OC","airport","small","-3","SBMG","Maringa","Brazil"
"MOC","169.86667","11.233333","MH","Mario Ribeiro","OC","airport","small","-3","SBMK","Montes Claros","Brazil"
"GRM","169.86667","11.233333","MH","Grand Marais Cook County Airport","OC","airport","small","-6","KCKC","Grand Marais","United States"
"MCZ","169.86667","11.233333","MH","Zumbi Dos Palmares","OC","airport","small","-3","SBMO","Maceio","Brazil"
"MCP","169.86667","11.233333","MH","Macapa","OC","airport","small","-3","SBMQ","Macapa","Brazil"
"MNX","169.86667","11.233333","MH","Manicore","OC","airport","small","-4","SBMY","Manicore","Brazil"
"NVT","169.86667","11.233333","MH","Ministro Victor Konder Intl","OC","airport","small","-3","SBNF","Navegantes","Brazil"
"GEL","169.86667","11.233333","MH","Santo Angelo","OC","airport","small","-3","SBNM","Santo Angelo","Brazil"
"NAT","169.86667","11.233333","MH","Augusto Severo","OC","airport","small","-3","SBNT","Natal","Brazil"
"POA","169.86667","11.233333","MH","Salgado Filho","OC","airport","small","-3","SBPA","Porto Alegre","Brazil"
"POO","169.86667","11.233333","MH","Pocos De Caldas","OC","airport","small","-3","SBPC","Pocos De Caldas","Brazil"
"PFB","169.86667","11.233333","MH","Lauro Kurtz","OC","airport","small","-3","SBPF","Passo Fundo","Brazil"
"PET","169.86667","11.233333","MH","Pelotas","OC","airport","small","-3","SBPK","Pelotas","Brazil"
"PNZ","169.86667","11.233333","MH","Senador Nilo Coelho","OC","airport","small","-3","SBPL","Petrolina","Brazil"
"PNB","169.86667","11.233333","MH","Porto Nacional","OC","airport","small","-3","SBPN","Porto Nacional","Brazil"
"PMG","169.86667","11.233333","MH","Ponta Pora","OC","airport","small","-4","SBPP","Ponta Pora","Brazil"
"PVH","169.86667","11.233333","MH","Governador Jorge Teixeira De Oliveira","OC","airport","small","-4","SBPV","Porto Velho","Brazil"
"NPZ","169.86667","11.233333","MH","Porter County Municipal Airport","OC","airport","small","-6","\\N","Valparaiso","United States"
"RBR","169.86667","11.233333","MH","PlÃ¡cido de Castro","OC","airport","small","-5","SBRB","Rio Branco","Brazil"
"REC","169.86667","11.233333","MH","Guararapes Gilberto Freyre Intl","OC","airport","small","-3","SBRF","Recife","Brazil"
"RIG","169.86667","11.233333","MH","Rio Grande","OC","airport","small","-3","SBRG","Rio Grande","Brazil"
"SDU","169.86667","11.233333","MH","Santos Dumont","OC","airport","small","-3","SBRJ","Rio De Janeiro","Brazil"
"RAO","169.86667","11.233333","MH","Leite Lopes","OC","airport","small","-3","SBRP","Ribeirao Preto","Brazil"
"STU","169.86667","11.233333","MH","Santa Cruz","OC","airport","small","-3","SBSC","Rio De Janeiro","Brazil"
"SJK","169.86667","11.233333","MH","Professor Urbano Ernesto Stumpf","OC","airport","small","-3","SBSJ","Sao Jose Dos Campos","Brazil"
"SLZ","169.86667","11.233333","MH","Marechal Cunha Machado Intl","OC","airport","small","-3","SBSL","Sao Luis","Brazil"
"CGH","169.86667","11.233333","MH","Congonhas","OC","airport","small","-3","SBSP","Sao Paulo","Brazil"
"SJP","169.86667","11.233333","MH","Sao Jose Do Rio Preto","OC","airport","small","-3","SBSR","Sao Jose Do Rio Preto","Brazil"
"SSZ","169.86667","11.233333","MH","Base Aerea De Santos","OC","airport","small","-3","SBST","Santos","Brazil"
"SSA","169.86667","11.233333","MH","Deputado Luis Eduardo Magalhaes","OC","airport","small","-3","SBSV","Salvador","Brazil"
"TMT","169.86667","11.233333","MH","Trombetas","OC","airport","small","-4","SBTB","Oriximina","Brazil"
"THE","169.86667","11.233333","MH","Senador Petronio Portella","OC","airport","small","-3","SBTE","Teresina","Brazil"
"TFF","169.86667","11.233333","MH","Tefe","OC","airport","small","-4","SBTF","Tefe","Brazil"
"TBT","169.86667","11.233333","MH","Tabatinga","OC","airport","small","-4","SBTT","Tabatinga","Brazil"
"TUR","169.86667","11.233333","MH","Tucurui","OC","airport","small","-3","SBTU","Tucurui","Brazil"
"PAV","169.86667","11.233333","MH","Paulo Afonso","OC","airport","small","-3","SBUF","Paulo Alfonso","Brazil"
"URG","169.86667","11.233333","MH","Rubem Berta","OC","airport","small","-3","SBUG","Uruguaiana","Brazil"
"UDI","169.86667","11.233333","MH","Ten Cel Av Cesar Bombonato","OC","airport","small","-3","SBUL","Uberlandia","Brazil"
"UBA","169.86667","11.233333","MH","Uberaba","OC","airport","small","-3","SBUR","Uberaba","Brazil"
"VAG","169.86667","11.233333","MH","Major Brigadeiro Trompowsky","OC","airport","small","-3","SBVG","Varginha","Brazil"
"BVH","169.86667","11.233333","MH","Vilhena","OC","airport","small","-4","SBVH","Vilhena","Brazil"
"VIX","169.86667","11.233333","MH","Goiabeiras","OC","airport","small","-3","SBVT","Vitoria","Brazil"
"QPS","169.86667","11.233333","MH","Campo Fontenelle","OC","airport","small","-3","SBYS","Piracununga","Brazil"
"ARI","169.86667","11.233333","MH","Chacalluta","OC","airport","small","-4","SCAR","Arica","Chile"
"BBA","169.86667","11.233333","MH","Balmaceda","OC","airport","small","-3","SCBA","Balmaceda","Chile"
"CCH","169.86667","11.233333","MH","Chile Chico","OC","airport","small","-3","SCCC","Chile Chico","Chile"
"CJC","169.86667","11.233333","MH","El Loa","OC","airport","small","-4","SCCF","Calama","Chile"
"PUQ","169.86667","11.233333","MH","Carlos Ibanez Del Campo Intl","OC","airport","small","-4","SCCI","Punta Arenas","Chile"
"GXQ","169.86667","11.233333","MH","Teniente Vidal","OC","airport","small","-4","SCCY","Coyhaique","Chile"
"IQQ","169.86667","11.233333","MH","Diego Aracena Intl","OC","airport","small","-4","SCDA","Iquique","Chile"
"SCL","169.86667","11.233333","MH","Arturo Merino Benitez Intl","OC","airport","small","-4","SCEL","Santiago","Chile"
"ANF","169.86667","11.233333","MH","Cerro Moreno Intl","OC","airport","small","-4","SCFA","Antofagasta","Chile"
"LSQ","169.86667","11.233333","MH","Maria Dolores","OC","airport","small","-4","SCGE","Los Angeles","Chile"
"CCP","169.86667","11.233333","MH","Carriel Sur Intl","OC","airport","small","-4","SCIE","Concepcion","Chile"
"IPC","169.86667","11.233333","MH","Mataveri Intl","OC","airport","small","-6","SCIP","Easter Island","Chile"
"ZOS","169.86667","11.233333","MH","Canal Bajo Carlos Hott Siebert","OC","airport","small","-4","SCJO","Osorno","Chile"
"LSC","169.86667","11.233333","MH","La Florida","OC","airport","small","-4","SCSE","La Serena","Chile"
"ZCO","169.86667","11.233333","MH","Maquehue","OC","airport","small","-4","SCTC","Temuco","Chile"
"PMC","169.86667","11.233333","MH","El Tepual Intl","OC","airport","small","-4","SCTE","Puerto Montt","Chile"
"WCH","169.86667","11.233333","MH","Chaiten","OC","airport","small","-4","SCTN","Chaiten","Chile"
"ZAL","169.86667","11.233333","MH","Pichoy","OC","airport","small","-4","SCVD","Valdivia","Chile"
"ATF","169.86667","11.233333","MH","Chachoan","OC","airport","small","-5","SEAM","Ambato","Ecuador"
"OCC","169.86667","11.233333","MH","Francisco De Orellana","OC","airport","small","-5","SECO","Coca","Ecuador"
"CUE","169.86667","11.233333","MH","Mariscal Lamar","OC","airport","small","-5","SECU","Cuenca","Ecuador"
"GPS","169.86667","11.233333","MH","Seymour","OC","airport","small","-6","SEGS","Galapagos","Ecuador"
"GYE","169.86667","11.233333","MH","Jose Joaquin De Olmedo Intl","OC","airport","small","-5","SEGU","Guayaquil","Ecuador"
"XMS","169.86667","11.233333","MH","Coronel E Carvajal","OC","airport","small","-5","SEMC","Macas","Ecuador"
"MCH","169.86667","11.233333","MH","General Manuel Serrano","OC","airport","small","-5","SEMH","Machala","Ecuador"
"MEC","169.86667","11.233333","MH","Eloy Alfaro Intl","OC","airport","small","-5","SEMT","Manta","Ecuador"
"PVO","169.86667","11.233333","MH","Reales Tamarindos","OC","airport","small","-5","SEPV","Portoviejo","Ecuador"
"UIO","169.86667","11.233333","MH","Mariscal Sucre Intl","OC","airport","small","-5","SEQU","Quito","Ecuador"
"SNC","169.86667","11.233333","MH","General Ulpiano Paez","OC","airport","small","-5","SESA","Salinas","Ecuador"
"TPC","169.86667","11.233333","MH","Tarapoa","OC","airport","small","-5","SETR","Tarapoa","Ecuador"
"TUA","169.86667","11.233333","MH","Teniente Coronel Luis A Mantilla","OC","airport","small","-5","SETU","Tulcan","Ecuador"
"ASU","169.86667","11.233333","MH","Silvio Pettirossi Intl","OC","airport","small","-4","SGAS","Asuncion","Paraguay"
"AXM","169.86667","11.233333","MH","El Eden","OC","airport","small","-5","SKAR","Armenia","Colombia"
"PUU","169.86667","11.233333","MH","Tres De Mayo","OC","airport","small","-5","SKAS","Puerto Asis","Colombia"
"BGA","169.86667","11.233333","MH","Palonegro","OC","airport","small","-5","SKBG","Bucaramanga","Colombia"
"BOG","169.86667","11.233333","MH","Eldorado Intl","OC","airport","small","-5","SKBO","Bogota","Colombia"
"BAQ","169.86667","11.233333","MH","Ernesto Cortissoz","OC","airport","small","-5","SKBQ","Barranquilla","Colombia"
"BSC","169.86667","11.233333","MH","Jose Celestino Mutis","OC","airport","small","-5","SKBS","Bahia Solano","Colombia"
"BUN","169.86667","11.233333","MH","Gerardo Tobar Lopez","OC","airport","small","-5","SKBU","Buenaventura","Colombia"
"CUC","169.86667","11.233333","MH","Camilo Daza","OC","airport","small","-5","SKCC","Cucuta","Colombia"
"CTG","169.86667","11.233333","MH","Rafael Nunez","OC","airport","small","-5","SKCG","Cartagena","Colombia"
"CLO","169.86667","11.233333","MH","Alfonso Bonilla Aragon Intl","OC","airport","small","-5","SKCL","Cali","Colombia"
"TCO","169.86667","11.233333","MH","La Florida","OC","airport","small","-5","SKCO","Tumaco","Colombia"
"CZU","169.86667","11.233333","MH","Las Brujas","OC","airport","small","-5","SKCZ","Corozal","Colombia"
"EJA","169.86667","11.233333","MH","Yariguies","OC","airport","small","-5","SKEJ","Barrancabermeja","Colombia"
"FLA","169.86667","11.233333","MH","Gustavo Artunduaga Paredes","OC","airport","small","-5","SKFL","Florencia","Colombia"
"MXY","169.86667","11.233333","MH","McCarthy Airport","OC","airport","small","-8","\\N","McCarthy","United States"
"GPI","169.86667","11.233333","MH","Juan Casiano","OC","airport","small","-5","SKGP","Guapi","Colombia"
"IBE","169.86667","11.233333","MH","Perales","OC","airport","small","-5","SKIB","Ibague","Colombia"
"IPI","169.86667","11.233333","MH","San Luis","OC","airport","small","-5","SKIP","Ipiales","Colombia"
"LET","169.86667","11.233333","MH","Alfredo Vasquez Cobo","OC","airport","small","-5","SKLT","Leticia","Colombia"
"EOH","169.86667","11.233333","MH","Olaya Herrera","OC","airport","small","-5","SKMD","Medellin","Colombia"
"MGN","169.86667","11.233333","MH","Baracoa","OC","airport","small","-5","SKMG","Magangue","Colombia"
"MTR","169.86667","11.233333","MH","Los Garzones","OC","airport","small","-5","SKMR","Monteria","Colombia"
"MVP","169.86667","11.233333","MH","Fabio Alberto Leon Bentley","OC","airport","small","-5","SKMU","Mitu","Colombia"
"MZL","169.86667","11.233333","MH","La Nubia","OC","airport","small","-5","SKMZ","Manizales","Colombia"
"NVA","169.86667","11.233333","MH","Benito Salas","OC","airport","small","-5","SKNV","Neiva","Colombia"
"OCV","169.86667","11.233333","MH","Aguas Claras","OC","airport","small","-5","SKOC","Ocana","Colombia"
"OTU","169.86667","11.233333","MH","Otu","OC","airport","small","-5","SKOT","Otu","Colombia"
"PCR","169.86667","11.233333","MH","Puerto Carreno","OC","airport","small","-5","SKPC","Puerto Carreno","Colombia"
"PEI","169.86667","11.233333","MH","Matecana","OC","airport","small","-5","SKPE","Pereira","Colombia"
"PPN","169.86667","11.233333","MH","Guillermo Leon Valencia","OC","airport","small","-5","SKPP","Popayan","Colombia"
"PSO","169.86667","11.233333","MH","Antonio Narino","OC","airport","small","-5","SKPS","Pasto","Colombia"
"PVA","169.86667","11.233333","MH","El Embrujo","OC","airport","small","-5","SKPV","Providencia","Colombia"
"MDE","169.86667","11.233333","MH","Jose Maria Cordova","OC","airport","small","-5","SKRG","Rio Negro","Colombia"
"RCH","169.86667","11.233333","MH","Almirante Padilla","OC","airport","small","-5","SKRH","Rio Hacha","Colombia"
"SJE","169.86667","11.233333","MH","Jorge E Gonzalez Torres","OC","airport","small","-5","SKSJ","San Jose Del Guaviare","Colombia"
"SMR","169.86667","11.233333","MH","Simon Bolivar","OC","airport","small","-5","SKSM","Santa Marta","Colombia"
"ADZ","169.86667","11.233333","MH","Gustavo Rojas Pinilla","OC","airport","small","-5","SKSP","San Andres Island","Colombia"
"SVI","169.86667","11.233333","MH","Eduardo Falla Solano","OC","airport","small","-5","SKSV","San Vincente De Caguan","Colombia"
"TME","169.86667","11.233333","MH","Tame","OC","airport","small","-5","SKTM","Tame","Colombia"
"AUC","169.86667","11.233333","MH","Santiago Perez","OC","airport","small","-5","SKUC","Arauca","Colombia"
"UIB","169.86667","11.233333","MH","El Carano","OC","airport","small","-5","SKUI","Quibdo","Colombia"
"ULQ","169.86667","11.233333","MH","Farfan","OC","airport","small","-5","SKUL","Tulua","Colombia"
"VUP","169.86667","11.233333","MH","Alfonso Lopez Pumarejo","OC","airport","small","-5","SKVP","Valledupar","Colombia"
"VVC","169.86667","11.233333","MH","Vanguardia","OC","airport","small","-5","SKVV","Villavicencio","Colombia"
"BJO","169.86667","11.233333","MH","Bermejo","OC","airport","small","-3","SLBJ","Bermejo","Bolivia"
"CBB","169.86667","11.233333","MH","Jorge Wilsterman","OC","airport","small","-4","SLCB","Cochabamba","Bolivia"
"CIJ","169.86667","11.233333","MH","Heroes Del Acre","OC","airport","small","-4","SLCO","Cobija","Bolivia"
"LPB","169.86667","11.233333","MH","El Alto Intl","OC","airport","small","-4","SLLP","La Paz","Bolivia"
"POI","169.86667","11.233333","MH","Capitan Nicolas Rojas","OC","airport","small","-4","SLPO","Potosi","Bolivia"
"PSZ","169.86667","11.233333","MH","Tte De Av Salvador Ogaya G","OC","airport","small","-4","SLPS","Puerto Suarez","Bolivia"
"SRE","169.86667","11.233333","MH","Juana Azurduy De Padilla","OC","airport","small","-4","SLSU","Sucre","Bolivia"
"TJA","169.86667","11.233333","MH","Capitan Oriel Lea Plaza","OC","airport","small","-4","SLTJ","Tarija","Bolivia"
"TDD","169.86667","11.233333","MH","Tte Av Jorge Henrich Arauz","OC","airport","small","-4","SLTR","Trinidad","Bolivia"
"VVI","169.86667","11.233333","MH","Viru Viru Intl","OC","airport","small","-4","SLVR","Santa Cruz","Bolivia"
"BYC","169.86667","11.233333","MH","Yacuiba","OC","airport","small","-3","SLYA","Yacuiba","Bolivia"
"PBM","169.86667","11.233333","MH","Johan A Pengel Intl","OC","airport","small","-3","SMJP","Zandery","Suriname"
"CAY","169.86667","11.233333","MH","Rochambeau","OC","airport","small","-3","SOCA","Cayenne","French Guiana"
"SWD","169.86667","11.233333","MH","Seward Airport","OC","airport","small","-8","\\N","Seward","United States"
"PCL","169.86667","11.233333","MH","Cap Fap David Abenzur Rengifo Intl","OC","airport","small","-5","SPCL","Pucallpa","Peru"
"CHM","169.86667","11.233333","MH","Teniente Jaime A De Montreuil Morales","OC","airport","small","-5","SPEO","Chimbote","Peru"
"CIX","169.86667","11.233333","MH","Capt Jose A Quinones Gonzales Intl","OC","airport","small","-5","SPHI","Chiclayo","Peru"
"AYP","169.86667","11.233333","MH","Coronel Fap Alfredo Mendivil Duarte","OC","airport","small","-5","SPHO","Ayacucho","Peru"
"ANS","169.86667","11.233333","MH","Andahuaylas","OC","airport","small","-5","SPHY","Andahuaylas","Peru"
"ATA","169.86667","11.233333","MH","Comandante Fap German Arias Graziani","OC","airport","small","-5","SPHZ","Anta","Peru"
"LIM","169.86667","11.233333","MH","Jorge Chavez Intl","OC","airport","small","-5","SPIM","Lima","Peru"
"JJI","169.86667","11.233333","MH","Juanjui","OC","airport","small","-5","SPJI","Juanjui","Peru"
"JUL","169.86667","11.233333","MH","Juliaca","OC","airport","small","-5","SPJL","Juliaca","Peru"
"MGC","169.86667","11.233333","MH","Michigan City Municipal Airport","OC","airport","small","-5","KMGC","Michigan City","United States"
"TBP","169.86667","11.233333","MH","Pedro Canga","OC","airport","small","-5","SPME","Tumbes","Peru"
"YMS","169.86667","11.233333","MH","Moises Benzaquen Rengifo","OC","airport","small","-5","SPMS","Yurimaguas","Peru"
"CHH","169.86667","11.233333","MH","Chachapoyas","OC","airport","small","-5","SPPY","Chachapoyas","Peru"
"IQT","169.86667","11.233333","MH","Coronel Francisco Secada Vignetta Intl","OC","airport","small","-5","SPQT","Iquitos","Peru"
"AQP","169.86667","11.233333","MH","Rodriguez Ballon","OC","airport","small","-5","SPQU","Arequipa","Peru"
"TRU","169.86667","11.233333","MH","Capitan Carlos Martinez De Pinillos","OC","airport","small","-5","SPRU","Trujillo","Peru"
"PIO","169.86667","11.233333","MH","Pisco Intl","OC","airport","small","-5","SPSO","Pisco","Peru"
"TPP","169.86667","11.233333","MH","Cadete Guillermo Del Castillo Paredes","OC","airport","small","-5","SPST","Tarapoto","Peru"
"TCQ","169.86667","11.233333","MH","Coronel Carlos Ciriani Santa Rosa Intl","OC","airport","small","-5","SPTN","Tacna","Peru"
"PEM","169.86667","11.233333","MH","Padre Aldamiz","OC","airport","small","-5","SPTU","Puerto Maldonado","Peru"
"PIU","169.86667","11.233333","MH","Capitan Fap Guillermo Concha Iberico","OC","airport","small","-5","SPUR","Piura","Peru"
"TYL","169.86667","11.233333","MH","Capitan Montes","OC","airport","small","-5","SPYL","Talara","Peru"
"CUZ","169.86667","11.233333","MH","Teniente Alejandro Velasco Astete Intl","OC","airport","small","-5","SPZO","Cuzco","Peru"
"MVD","169.86667","11.233333","MH","Carrasco Intl","OC","airport","small","-3","SUMU","Montevideo","Uruguay"
"STY","169.86667","11.233333","MH","Nueva Hesperides Intl","OC","airport","small","-3","SUSO","Salto","Uruguay"
"AGV","169.86667","11.233333","MH","Oswaldo Guevara Mujica","OC","airport","small","-4","SVAC","Acarigua","Venezuela"
"AAO","169.86667","11.233333","MH","Anaco","OC","airport","small","-4","SVAN","Anaco","Venezuela"
"BLA","169.86667","11.233333","MH","General Jose Antonio Anzoategui Intl","OC","airport","small","-4","SVBC","Barcelona","Venezuela"
"BNS","169.86667","11.233333","MH","Barinas","OC","airport","small","-4","SVBI","Barinas","Venezuela"
"BRM","169.86667","11.233333","MH","Barquisimeto Intl","OC","airport","small","-4","SVBM","Barquisimeto","Venezuela"
"CBL","169.86667","11.233333","MH","Ciudad Bolivar","OC","airport","small","-4","SVCB","Ciudad Bolivar","Venezuela"
"CAJ","169.86667","11.233333","MH","Canaima","OC","airport","small","-4","SVCN","Canaima","Venezuela"
"CUP","169.86667","11.233333","MH","General Jose Francisco Bermudez","OC","airport","small","-4","SVCP","Carupano","Venezuela"
"CZE","169.86667","11.233333","MH","Jose Leonardo Chirinos","OC","airport","small","-4","SVCR","Coro","Venezuela"
"CUM","169.86667","11.233333","MH","Antonio Jose De Sucre","OC","airport","small","-4","SVCU","Cumana","Venezuela"
"GUI","169.86667","11.233333","MH","Guiria","OC","airport","small","-4","SVGI","Guiria","Venezuela"
"GUQ","169.86667","11.233333","MH","Guanare","OC","airport","small","-4","SVGU","Guanare","Venezuela"
"LSP","169.86667","11.233333","MH","Josefa Camejo","OC","airport","small","-4","SVJC","Paraguana","Venezuela"
"LFR","169.86667","11.233333","MH","La Fria","OC","airport","small","-4","SVLF","La Fria","Venezuela"
"MAR","169.86667","11.233333","MH","La Chinita Intl","OC","airport","small","-4","SVMC","Maracaibo","Venezuela"
"MRD","169.86667","11.233333","MH","Alberto Carnevalli","OC","airport","small","-4","SVMD","Merida","Venezuela"
"PMV","169.86667","11.233333","MH","Del Caribe Intl Gen Santiago Marino","OC","airport","small","-4","SVMG","Porlamar","Venezuela"
"CCS","169.86667","11.233333","MH","Simon Bolivar Intl","OC","airport","small","-4","SVMI","Caracas","Venezuela"
"MUN","169.86667","11.233333","MH","Maturin","OC","airport","small","-4","SVMT","Maturin","Venezuela"
"PYH","169.86667","11.233333","MH","Casique Aramare","OC","airport","small","-4","SVPA","Puerto Ayacucho","Venezuela"
"PBL","169.86667","11.233333","MH","General Bartolome Salom Intl","OC","airport","small","-4","SVPC","Puerto Cabello","Venezuela"
"PZO","169.86667","11.233333","MH","General Manuel Carlos Piar","OC","airport","small","-4","SVPR","Guayana","Venezuela"
"SVZ","169.86667","11.233333","MH","San Antonio Del Tachira","OC","airport","small","-4","SVSA","San Antonio","Venezuela"
"STD","169.86667","11.233333","MH","Mayor Buenaventura Vivas","OC","airport","small","-4","SVSO","Santo Domingo","Venezuela"
"SFH","169.86667","11.233333","MH","Sub Teniente Nestor Arias","OC","airport","small","-4","SVSP","San Felipe","Venezuela"
"SFD","169.86667","11.233333","MH","San Fernando De Apure","OC","airport","small","-4","SVSR","San Fernando De Apure","Venezuela"
"SOM","169.86667","11.233333","MH","San Tome","OC","airport","small","-4","SVST","San Tome","Venezuela"
"STB","169.86667","11.233333","MH","Santa Barbara Del Zulia","OC","airport","small","-4","SVSZ","Santa Barbara","Venezuela"
"TUV","169.86667","11.233333","MH","Tucupita","OC","airport","small","-4","SVTC","Tucupita","Venezuela"
"VLN","169.86667","11.233333","MH","Arturo Michelena Intl","OC","airport","small","-4","SVVA","Valencia","Venezuela"
"VLV","169.86667","11.233333","MH","Dr Antonio Nicolas Briceno","OC","airport","small","-4","SVVL","Valera","Venezuela"
"VDP","169.86667","11.233333","MH","Valle De La Pascua","OC","airport","small","-4","SVVP","Valle De La Pascua","Venezuela"
"LTM","169.86667","11.233333","MH","Lethem","OC","airport","small","-4","SYLT","Lethem","Guyana"
"ANU","169.86667","11.233333","MH","V C Bird Intl","OC","airport","small","-4","TAPA","Antigua","Antigua and Barbuda"
"BGI","169.86667","11.233333","MH","Grantley Adams Intl","OC","airport","small","-4","TBPB","Bridgetown","Barbados"
"DCF","169.86667","11.233333","MH","Canefield","OC","airport","small","-4","TDCF","Canefield","Dominica"
"DOM","169.86667","11.233333","MH","Melville Hall","OC","airport","small","-4","TDPD","Dominica","Dominica"
"FDF","169.86667","11.233333","MH","Le Lamentin","OC","airport","small","-4","TFFF","Fort-de-france","Martinique"
"SFG","169.86667","11.233333","MH","Grand Case","OC","airport","small","-4","TFFG","St. Martin","Guadeloupe"
"PTP","169.86667","11.233333","MH","Le Raizet","OC","airport","small","-4","TFFR","Pointe-a-pitre","Guadeloupe"
"GND","169.86667","11.233333","MH","Point Salines Intl","OC","airport","small","-4","TGPY","Point Salines","Grenada"
"STT","169.86667","11.233333","MH","Cyril E King","OC","airport","small","-4","TIST","St. Thomas","Virgin Islands"
"STX","169.86667","11.233333","MH","Henry E Rohlsen","OC","airport","small","-4","TISX","St. Croix Island","Virgin Islands"
"BQN","169.86667","11.233333","MH","Rafael Hernandez","OC","airport","small","-4","TJBQ","Aguadilla","Puerto Rico"
"FAJ","169.86667","11.233333","MH","Diego Jimenez Torres","OC","airport","small","-4","TJFA","Fajardo","Puerto Rico"
"SIG","169.86667","11.233333","MH","Fernando Luis Ribas Dominicci","OC","airport","small","-4","TJIG","San Juan","Puerto Rico"
"MAZ","169.86667","11.233333","MH","Eugenio Maria De Hostos","OC","airport","small","-4","TJMZ","Mayaguez","Puerto Rico"
"PSE","169.86667","11.233333","MH","Mercedita","OC","airport","small","-4","TJPS","Ponce","Puerto Rico"
"SJU","169.86667","11.233333","MH","Luis Munoz Marin Intl","OC","airport","small","-4","TJSJ","San Juan","Puerto Rico"
"SKB","169.86667","11.233333","MH","Robert L Bradshaw","OC","airport","small","-4","TKPK","Basse Terre","Saint Kitts and Nevis"
"SLU","169.86667","11.233333","MH","George F L Charles","OC","airport","small","-4","TLPC","Castries","Saint Lucia"
"UVF","169.86667","11.233333","MH","Hewanorra Intl","OC","airport","small","-4","TLPL","Hewandorra","Saint Lucia"
"AUA","169.86667","11.233333","MH","Reina Beatrix Intl","OC","airport","small","-4","TNCA","Oranjestad","Aruba"
