"iata","lon","lat","iso","name","continent","type","size","timezone","icao","city","country"
"369","169.86667","11.233333","MH","Atmautluak Airport","OC","airport","small","-10","\\N","Atmautluak","United States"
"GKA","169.86667","11.233333","MH","Goroka","OC","airport","small","10","AYGA","Goroka","Papua New Guinea"
"MAG","169.86667","11.233333","MH","Madang","OC","airport","small","10","AYMD","Madang","Papua New Guinea"
"HGU","169.86667","11.233333","MH","Mount Hagen","OC","airport","small","10","AYMH","Mount Hagen","Papua New Guinea"
"LAE","169.86667","11.233333","MH","Nadzab","OC","airport","small","10","AYNZ","Nadzab","Papua New Guinea"
"POM","169.86667","11.233333","MH","Port Moresby Jacksons Intl","OC","airport","small","10","AYPY","Port Moresby","Papua New Guinea"
"WWK","169.86667","11.233333","MH","Wewak Intl","OC","airport","small","10","AYWK","Wewak","Papua New Guinea"
"UAK","169.86667","11.233333","MH","Narsarsuaq","OC","airport","small","-3","BGBW","Narssarssuaq","Greenland"
"GOH","169.86667","11.233333","MH","Nuuk","OC","airport","small","-3","BGGH","Godthaab","Greenland"
"SFJ","169.86667","11.233333","MH","Sondre Stromfjord","OC","airport","small","-3","BGSF","Sondrestrom","Greenland"
"THU","169.86667","11.233333","MH","Thule Air Base","OC","airport","small","-4","BGTL","Thule","Greenland"
"AEY","169.86667","11.233333","MH","Akureyri","OC","airport","small","0","BIAR","Akureyri","Iceland"
"EGS","169.86667","11.233333","MH","Egilsstadir","OC","airport","small","0","BIEG","Egilsstadir","Iceland"
"HFN","169.86667","11.233333","MH","Hornafjordur","OC","airport","small","0","BIHN","Hofn","Iceland"
"HZK","169.86667","11.233333","MH","Husavik","OC","airport","small","0","BIHU","Husavik","Iceland"
"IFJ","169.86667","11.233333","MH","Isafjordur","OC","airport","small","0","BIIS","Isafjordur","Iceland"
"KEF","169.86667","11.233333","MH","Keflavik International Airport","OC","airport","small","0","BIKF","Keflavik","Iceland"
"PFJ","169.86667","11.233333","MH","Patreksfjordur","OC","airport","small","0","BIPA","Patreksfjordur","Iceland"
"RKV","169.86667","11.233333","MH","Reykjavik","OC","airport","small","0","BIRK","Reykjavik","Iceland"
"SIJ","169.86667","11.233333","MH","Siglufjordur","OC","airport","small","0","BISI","Siglufjordur","Iceland"
"VEY","169.86667","11.233333","MH","Vestmannaeyjar","OC","airport","small","0","BIVM","Vestmannaeyjar","Iceland"
"YAM","169.86667","11.233333","MH","Sault Ste Marie","OC","airport","small","-5","CYAM","Sault Sainte Marie","Canada"
"YAV","169.86667","11.233333","MH","Winnipeg St Andrews","OC","airport","small","-6","CYAV","Winnipeg","Canada"
"YAW","169.86667","11.233333","MH","Shearwater","OC","airport","small","-4","CYAW","Halifax","Canada"
"YAY","169.86667","11.233333","MH","St Anthony","OC","airport","small","-4","CYAY","St. Anthony","Canada"
"YAZ","169.86667","11.233333","MH","Tofino","OC","airport","small","-8","CYAZ","Tofino","Canada"
"YBB","169.86667","11.233333","MH","Kugaaruk","OC","airport","small","-6","CYBB","Pelly Bay","Canada"
"YBC","169.86667","11.233333","MH","Baie Comeau","OC","airport","small","-5","CYBC","Baie Comeau","Canada"
"YBG","169.86667","11.233333","MH","Bagotville","OC","airport","small","-5","CYBG","Bagotville","Canada"
"YBK","169.86667","11.233333","MH","Baker Lake","OC","airport","small","-6","CYBK","Baker Lake","Canada"
"YBL","169.86667","11.233333","MH","Campbell River","OC","airport","small","-8","CYBL","Campbell River","Canada"
"YBR","169.86667","11.233333","MH","Brandon Muni","OC","airport","small","-6","CYBR","Brandon","Canada"
"YCB","169.86667","11.233333","MH","Cambridge Bay","OC","airport","small","-7","CYCB","Cambridge Bay","Canada"
"YCD","169.86667","11.233333","MH","Nanaimo","OC","airport","small","-8","CYCD","Nanaimo","Canada"
"YCG","169.86667","11.233333","MH","Castlegar","OC","airport","small","-8","CYCG","Castlegar","Canada"
"YCH","169.86667","11.233333","MH","Miramichi","OC","airport","small","-4","CYCH","Chatham","Canada"
"YCL","169.86667","11.233333","MH","Charlo","OC","airport","small","-4","CYCL","Charlo","Canada"
"YCO","169.86667","11.233333","MH","Kugluktuk","OC","airport","small","-7","CYCO","Coppermine","Canada"
"YCT","169.86667","11.233333","MH","Coronation","OC","airport","small","-7","CYCT","Coronation","Canada"
"YCW","169.86667","11.233333","MH","Chilliwack","OC","airport","small","-8","CYCW","Chilliwack","Canada"
"YCY","169.86667","11.233333","MH","Clyde River","OC","airport","small","-5","CYCY","Clyde River","Canada"
"YZS","169.86667","11.233333","MH","Fairmont Hot Springs","OC","airport","small","-7","CYCZ","Coral Harbour","Canada"
"YDA","169.86667","11.233333","MH","Dawson City","OC","airport","small","-8","CYDA","Dawson","Canada"
"YDB","169.86667","11.233333","MH","Burwash","OC","airport","small","-8","CYDB","Burwash","Canada"
"YDC","169.86667","11.233333","MH","Princeton","OC","airport","small","-8","CYDC","Princeton","Canada"
"YDF","169.86667","11.233333","MH","Deer Lake","OC","airport","small","-4","CYDF","Deer Lake","Canada"
"YDL","169.86667","11.233333","MH","Dease Lake","OC","airport","small","-8","CYDL","Dease Lake","Canada"
"YDN","169.86667","11.233333","MH","Dauphin Barker","OC","airport","small","-6","CYDN","Dauphin","Canada"
"YDQ","169.86667","11.233333","MH","Dawson Creek","OC","airport","small","-7","CYDQ","Dawson Creek","Canada"
"YEG","169.86667","11.233333","MH","Edmonton Intl","OC","airport","small","-7","CYEG","Edmonton","Canada"
"YEK","169.86667","11.233333","MH","Arviat","OC","airport","small","-6","CYEK","Eskimo Point","Canada"
"YEN","169.86667","11.233333","MH","Estevan","OC","airport","small","-6","CYEN","Estevan","Canada"
"YET","169.86667","11.233333","MH","Edson","OC","airport","small","-7","CYET","Edson","Canada"
"YEU","169.86667","11.233333","MH","Eureka","OC","airport","small","-6","CYEU","Eureka","Canada"
"YEV","169.86667","11.233333","MH","Inuvik Mike Zubko","OC","airport","small","-7","CYEV","Inuvik","Canada"
"YFB","169.86667","11.233333","MH","Iqaluit","OC","airport","small","-5","CYFB","Iqaluit","Canada"
"YFC","169.86667","11.233333","MH","Fredericton","OC","airport","small","-4","CYFC","Fredericton","Canada"
"YFO","169.86667","11.233333","MH","Flin Flon","OC","airport","small","-6","CYFO","Flin Flon","Canada"
"YFR","169.86667","11.233333","MH","Fort Resolution","OC","airport","small","-7","CYFR","Fort Resolution","Canada"
"YFS","169.86667","11.233333","MH","Fort Simpson","OC","airport","small","-7","CYFS","Fort Simpson","Canada"
"YGK","169.86667","11.233333","MH","Kingston","OC","airport","small","-5","CYGK","Kingston","Canada"
"YGL","169.86667","11.233333","MH","La Grande Riviere","OC","airport","small","-5","CYGL","La Grande Riviere","Canada"
"YGP","169.86667","11.233333","MH","Gaspe","OC","airport","small","-5","CYGP","Gaspe","Canada"
"YGQ","169.86667","11.233333","MH","Geraldton Greenstone Regional","OC","airport","small","-5","CYGQ","Geraldton","Canada"
"YGR","169.86667","11.233333","MH","Iles De La Madeleine","OC","airport","small","-4","CYGR","Iles De La Madeleine","Canada"
"YHB","169.86667","11.233333","MH","Hudson Bay","OC","airport","small","-6","CYHB","Hudson Bay","Canada"
"YHD","169.86667","11.233333","MH","Dryden Rgnl","OC","airport","small","-6","CYHD","Dryden","Canada"
"YHI","169.86667","11.233333","MH","Ulukhaktok Holman","OC","airport","small","-7","CYHI","Holman Island","Canada"
"YHK","169.86667","11.233333","MH","Gjoa Haven","OC","airport","small","-6","CYHK","Gjoa Haven","Canada"
"YHM","169.86667","11.233333","MH","Hamilton","OC","airport","small","-5","CYHM","Hamilton","Canada"
"YHU","169.86667","11.233333","MH","St Hubert","OC","airport","small","-5","CYHU","Montreal","Canada"
"YHY","169.86667","11.233333","MH","Hay River","OC","airport","small","-7","CYHY","Hay River","Canada"
"YHZ","169.86667","11.233333","MH","Halifax Intl","OC","airport","small","-4","CYHZ","Halifax","Canada"
"YIB","169.86667","11.233333","MH","Atikokan Muni","OC","airport","small","-6","CYIB","Atikokan","Canada"
"YIO","169.86667","11.233333","MH","Pond Inlet","OC","airport","small","-5","CYIO","Pond Inlet","Canada"
"YJN","169.86667","11.233333","MH","St Jean","OC","airport","small","-5","CYJN","St. Jean","Canada"
"YJT","169.86667","11.233333","MH","Stephenville","OC","airport","small","-4","CYJT","Stephenville","Canada"
"YKA","169.86667","11.233333","MH","Kamloops","OC","airport","small","-8","CYKA","Kamloops","Canada"
"YKF","169.86667","11.233333","MH","Waterloo","OC","airport","small","-5","CYKF","Waterloo","Canada"
"YKL","169.86667","11.233333","MH","Schefferville","OC","airport","small","-4","CYKL","Schefferville","Canada"
"YKY","169.86667","11.233333","MH","Kindersley","OC","airport","small","-6","CYKY","Kindersley","Canada"
"YKZ","169.86667","11.233333","MH","Buttonville Muni","OC","airport","small","-5","CYKZ","Toronto","Canada"
"YLD","169.86667","11.233333","MH","Chapleau","OC","airport","small","-5","CYLD","Chapleau","Canada"
"YLJ","169.86667","11.233333","MH","Meadow Lake","OC","airport","small","-6","CYLJ","Meadow Lake","Canada"
"YLL","169.86667","11.233333","MH","Lloydminster","OC","airport","small","-6","CYLL","Lloydminster","Canada"
"YLT","169.86667","11.233333","MH","Alert","OC","airport","small","-5","CYLT","Alert","Canada"
"YLW","169.86667","11.233333","MH","Kelowna","OC","airport","small","-8","CYLW","Kelowna","Canada"
"YMA","169.86667","11.233333","MH","Mayo","OC","airport","small","-8","CYMA","Mayo","Canada"
"YMJ","169.86667","11.233333","MH","Moose Jaw Air Vice Marshal C M Mcewen","OC","airport","small","-6","CYMJ","Moose Jaw","Canada"
"YMM","169.86667","11.233333","MH","Fort Mcmurray","OC","airport","small","-7","CYMM","Fort Mcmurray","Canada"
"YMO","169.86667","11.233333","MH","Moosonee","OC","airport","small","-5","CYMO","Moosonee","Canada"
"YMW","169.86667","11.233333","MH","Maniwaki","OC","airport","small","-5","CYMW","Maniwaki","Canada"
"YMX","169.86667","11.233333","MH","Montreal Intl Mirabel","OC","airport","small","-5","CYMX","Montreal","Canada"
"YNA","169.86667","11.233333","MH","Natashquan","OC","airport","small","-4","CYNA","Natashquan","Canada"
"YND","169.86667","11.233333","MH","Gatineau","OC","airport","small","-5","CYND","Gatineau","Canada"
"YNM","169.86667","11.233333","MH","Matagami","OC","airport","small","-5","CYNM","Matagami","Canada"
"YOC","169.86667","11.233333","MH","Old Crow","OC","airport","small","-8","CYOC","Old Crow","Canada"
"YOD","169.86667","11.233333","MH","Cold Lake","OC","airport","small","-7","CYOD","Cold Lake","Canada"
"YOJ","169.86667","11.233333","MH","High Level","OC","airport","small","-7","CYOJ","High Level","Canada"
"YOW","169.86667","11.233333","MH","Ottawa Macdonald Cartier Intl","OC","airport","small","-5","CYOW","Ottawa","Canada"
"YPA","169.86667","11.233333","MH","Prince Albert Glass Field","OC","airport","small","-6","CYPA","Prince Albert","Canada"
"YPE","169.86667","11.233333","MH","Peace River","OC","airport","small","-7","CYPE","Peace River","Canada"
"YPG","169.86667","11.233333","MH","Southport","OC","airport","small","-6","CYPG","Portage-la-prairie","Canada"
"YPL","169.86667","11.233333","MH","Pickle Lake","OC","airport","small","-6","CYPL","Pickle Lake","Canada"
"YPN","169.86667","11.233333","MH","Port Menier","OC","airport","small","-5","CYPN","Port Menier","Canada"
"YPQ","169.86667","11.233333","MH","Peterborough","OC","airport","small","-5","CYPQ","Peterborough","Canada"
"YPR","169.86667","11.233333","MH","Prince Rupert","OC","airport","small","-8","CYPR","Prince Pupert","Canada"
"YPY","169.86667","11.233333","MH","Fort Chipewyan","OC","airport","small","-7","CYPY","Fort Chipewyan","Canada"
"YQA","169.86667","11.233333","MH","Muskoka","OC","airport","small","-5","CYQA","Muskoka","Canada"
"YQB","169.86667","11.233333","MH","Quebec Jean Lesage Intl","OC","airport","small","-5","CYQB","Quebec","Canada"
"YQF","169.86667","11.233333","MH","Red Deer Regional","OC","airport","small","-7","CYQF","Red Deer Industrial","Canada"
"YQG","169.86667","11.233333","MH","Windsor","OC","airport","small","-5","CYQG","Windsor","Canada"
"YQH","169.86667","11.233333","MH","Watson Lake","OC","airport","small","-8","CYQH","Watson Lake","Canada"
"YQK","169.86667","11.233333","MH","Kenora","OC","airport","small","-6","CYQK","Kenora","Canada"
"YQL","169.86667","11.233333","MH","Lethbridge","OC","airport","small","-7","CYQL","Lethbridge","Canada"
"YQM","169.86667","11.233333","MH","Greater Moncton Intl","OC","airport","small","-4","CYQM","Moncton","Canada"
"YQQ","169.86667","11.233333","MH","Comox","OC","airport","small","-8","CYQQ","Comox","Canada"
"YQR","169.86667","11.233333","MH","Regina Intl","OC","airport","small","-6","CYQR","Regina","Canada"
"YQT","169.86667","11.233333","MH","Thunder Bay","OC","airport","small","-5","CYQT","Thunder Bay","Canada"
"YQU","169.86667","11.233333","MH","Grande Prairie","OC","airport","small","-7","CYQU","Grande Prairie","Canada"
"YQV","169.86667","11.233333","MH","Yorkton Muni","OC","airport","small","-6","CYQV","Yorkton","Canada"
"YQW","169.86667","11.233333","MH","North Battleford","OC","airport","small","-6","CYQW","North Battleford","Canada"
"YQX","169.86667","11.233333","MH","Gander Intl","OC","airport","small","-4","CYQX","Gander","Canada"
"YQY","169.86667","11.233333","MH","Sydney","OC","airport","small","-4","CYQY","Sydney","Canada"
"YQZ","169.86667","11.233333","MH","Quesnel","OC","airport","small","-8","CYQZ","Quesnel","Canada"
"YRB","169.86667","11.233333","MH","Resolute Bay","OC","airport","small","-6","CYRB","Resolute","Canada"
"YRI","169.86667","11.233333","MH","Riviere Du Loup","OC","airport","small","-5","CYRI","Riviere Du Loup","Canada"
"YRJ","169.86667","11.233333","MH","Roberval","OC","airport","small","-5","CYRJ","Roberval","Canada"
"YRM","169.86667","11.233333","MH","Rocky Mountain House","OC","airport","small","-7","CYRM","Rocky Mountain House","Canada"
"YRT","169.86667","11.233333","MH","Rankin Inlet","OC","airport","small","-6","CYRT","Rankin Inlet","Canada"
"YSB","169.86667","11.233333","MH","Sudbury","OC","airport","small","-5","CYSB","Sudbury","Canada"
"YSC","169.86667","11.233333","MH","Sherbrooke","OC","airport","small","-5","CYSC","Sherbrooke","Canada"
"YSJ","169.86667","11.233333","MH","Saint John","OC","airport","small","-4","CYSJ","St. John","Canada"
"YSM","169.86667","11.233333","MH","Fort Smith","OC","airport","small","-7","CYSM","Fort Smith","Canada"
"YSR","169.86667","11.233333","MH","Nanisivik","OC","airport","small","-5","CYSR","Nanisivik","Canada"
"YSU","169.86667","11.233333","MH","Summerside","OC","airport","small","-4","CYSU","Summerside","Canada"
"YSY","169.86667","11.233333","MH","Sachs Harbour","OC","airport","small","-7","CYSY","Sachs Harbour","Canada"
"YTE","169.86667","11.233333","MH","Cape Dorset","OC","airport","small","-5","CYTE","Cape Dorset","Canada"
"YTH","169.86667","11.233333","MH","Thompson","OC","airport","small","-6","CYTH","Thompson","Canada"
"YTR","169.86667","11.233333","MH","Trenton","OC","airport","small","-5","CYTR","Trenton","Canada"
"YTS","169.86667","11.233333","MH","Timmins","OC","airport","small","-5","CYTS","Timmins","Canada"
"YTZ","169.86667","11.233333","MH","City Centre","OC","airport","small","-5","CYTZ","Toronto","Canada"
"YUB","169.86667","11.233333","MH","Tuktoyaktuk","OC","airport","small","-7","CYUB","Tuktoyaktuk","Canada"
"YUL","169.86667","11.233333","MH","Pierre Elliott Trudeau Intl","OC","airport","small","-5","CYUL","Montreal","Canada"
"YUT","169.86667","11.233333","MH","Repulse Bay","OC","airport","small","-6","CYUT","Repulse Bay","Canada"
"YUX","169.86667","11.233333","MH","Hall Beach","OC","airport","small","-5","CYUX","Hall Beach","Canada"
"YUY","169.86667","11.233333","MH","Rouyn Noranda","OC","airport","small","-5","CYUY","Rouyn","Canada"
"YVC","169.86667","11.233333","MH","La Ronge","OC","airport","small","-6","CYVC","La Ronge","Canada"
"YVG","169.86667","11.233333","MH","Vermilion","OC","airport","small","-7","CYVG","Vermillion","Canada"
"YVM","169.86667","11.233333","MH","Qikiqtarjuaq","OC","airport","small","-5","CYVM","Broughton Island","Canada"
"YVO","169.86667","11.233333","MH","Val D Or","OC","airport","small","-5","CYVO","Val D'or","Canada"
"YVP","169.86667","11.233333","MH","Kuujjuaq","OC","airport","small","-5","CYVP","Quujjuaq","Canada"
"YVQ","169.86667","11.233333","MH","Norman Wells","OC","airport","small","-7","CYVQ","Norman Wells","Canada"
"YVR","169.86667","11.233333","MH","Vancouver Intl","OC","airport","small","-8","CYVR","Vancouver","Canada"
"YVT","169.86667","11.233333","MH","Buffalo Narrows","OC","airport","small","-6","CYVT","Buffalo Narrows","Canada"
"YVV","169.86667","11.233333","MH","Wiarton","OC","airport","small","-5","CYVV","Wiarton","Canada"
"YWA","169.86667","11.233333","MH","Petawawa","OC","airport","small","-5","CYWA","Petawawa","Canada"
"YWG","169.86667","11.233333","MH","Winnipeg Intl","OC","airport","small","-6","CYWG","Winnipeg","Canada"
"YWK","169.86667","11.233333","MH","Wabush","OC","airport","small","-4","CYWK","Wabush","Canada"
"YWL","169.86667","11.233333","MH","Williams Lake","OC","airport","small","-8","CYWL","Williams Lake","Canada"
"YWY","169.86667","11.233333","MH","Wrigley","OC","airport","small","-7","CYWY","Wrigley","Canada"
"YXC","169.86667","11.233333","MH","Canadian Rockies Intl","OC","airport","small","-7","CYXC","Cranbrook","Canada"
"YXD","169.86667","11.233333","MH","Edmonton City Centre","OC","airport","small","-7","CYXD","Edmonton","Canada"
"YXE","169.86667","11.233333","MH","Saskatoon J G Diefenbaker Intl","OC","airport","small","-6","CYXE","Saskatoon","Canada"
"YXH","169.86667","11.233333","MH","Medicine Hat","OC","airport","small","-7","CYXH","Medicine Hat","Canada"
"YXJ","169.86667","11.233333","MH","Fort St John","OC","airport","small","-8","CYXJ","Fort Saint John","Canada"
"YXL","169.86667","11.233333","MH","Sioux Lookout","OC","airport","small","-6","CYXL","Sioux Lookout","Canada"
"YXP","169.86667","11.233333","MH","Pangnirtung","OC","airport","small","-5","CYXP","Pangnirtung","Canada"
"YXR","169.86667","11.233333","MH","Timiskaming Rgnl","OC","airport","small","-5","CYXR","Earlton","Canada"
"YXS","169.86667","11.233333","MH","Prince George","OC","airport","small","-8","CYXS","Prince George","Canada"
"YXT","169.86667","11.233333","MH","Terrace","OC","airport","small","-8","CYXT","Terrace","Canada"
"YXU","169.86667","11.233333","MH","London","OC","airport","small","-5","CYXU","London","Canada"
"YXX","169.86667","11.233333","MH","Abbotsford","OC","airport","small","-8","CYXX","Abbotsford","Canada"
"YXY","169.86667","11.233333","MH","Whitehorse Intl","OC","airport","small","-8","CYXY","Whitehorse","Canada"
"YYB","169.86667","11.233333","MH","North Bay","OC","airport","small","-5","CYYB","North Bay","Canada"
"YYC","169.86667","11.233333","MH","Calgary Intl","OC","airport","small","-7","CYYC","Calgary","Canada"
"YYD","169.86667","11.233333","MH","Smithers","OC","airport","small","-8","CYYD","Smithers","Canada"
"YYE","169.86667","11.233333","MH","Fort Nelson","OC","airport","small","-8","CYYE","Fort Nelson","Canada"
"YYF","169.86667","11.233333","MH","Penticton","OC","airport","small","-8","CYYF","Penticton","Canada"
"YYG","169.86667","11.233333","MH","Charlottetown","OC","airport","small","-4","CYYG","Charlottetown","Canada"
"YYH","169.86667","11.233333","MH","Taloyoak","OC","airport","small","-6","CYYH","Spence Bay","Canada"
"YYJ","169.86667","11.233333","MH","Victoria Intl","OC","airport","small","-8","CYYJ","Victoria","Canada"
"YYL","169.86667","11.233333","MH","Lynn Lake","OC","airport","small","-6","CYYL","Lynn Lake","Canada"
"YYN","169.86667","11.233333","MH","Swift Current","OC","airport","small","-6","CYYN","Swift Current","Canada"
"YYQ","169.86667","11.233333","MH","Churchill","OC","airport","small","-6","CYYQ","Churchill","Canada"
"YYR","169.86667","11.233333","MH","Goose Bay","OC","airport","small","-4","CYYR","Goose Bay","Canada"
"YYT","169.86667","11.233333","MH","St Johns Intl","OC","airport","small","-3.5","CYYT","St. John's","Canada"
"YYU","169.86667","11.233333","MH","Kapuskasing","OC","airport","small","-5","CYYU","Kapuskasing","Canada"
"YYW","169.86667","11.233333","MH","Armstrong","OC","airport","small","-5","CYYW","Armstrong","Canada"
"YYY","169.86667","11.233333","MH","Mont Joli","OC","airport","small","-5","CYYY","Mont Joli","Canada"
"YYZ","169.86667","11.233333","MH","Lester B Pearson Intl","OC","airport","small","-5","CYYZ","Toronto","Canada"
"YZD","169.86667","11.233333","MH","Downsview","OC","airport","small","-5","CYZD","Toronto","Canada"
"YZE","169.86667","11.233333","MH","Gore Bay Manitoulin","OC","airport","small","-5","CYZE","Gore Bay","Canada"
"YZF","169.86667","11.233333","MH","Yellowknife","OC","airport","small","-7","CYZF","Yellowknife","Canada"
"YZH","169.86667","11.233333","MH","Slave Lake","OC","airport","small","-7","CYZH","Slave Lake","Canada"
"YZP","169.86667","11.233333","MH","Sandspit","OC","airport","small","-8","CYZP","Sandspit","Canada"
"YZR","169.86667","11.233333","MH","Chris Hadfield","OC","airport","small","-5","CYZR","Sarnia","Canada"
"YZT","169.86667","11.233333","MH","Port Hardy","OC","airport","small","-8","CYZT","Port Hardy","Canada"
"YZU","169.86667","11.233333","MH","Whitecourt","OC","airport","small","-7","CYZU","Whitecourt","Canada"
"YZV","169.86667","11.233333","MH","Sept Iles","OC","airport","small","-5","CYZV","Sept-iles","Canada"
"YZW","169.86667","11.233333","MH","Teslin","OC","airport","small","-8","CYZW","Teslin","Canada"
"YZX","169.86667","11.233333","MH","Greenwood","OC","airport","small","-4","CYZX","Greenwood","Canada"
"ZFA","169.86667","11.233333","MH","Faro","OC","airport","small","-8","CZFA","Faro","Canada"
"ZFM","169.86667","11.233333","MH","Fort Mcpherson","OC","airport","small","-7","CZFM","Fort Mcpherson","Canada"
"BJA","169.86667","11.233333","MH","Soummam","OC","airport","small","1","DAAE","Bejaja","Algeria"
"ALG","169.86667","11.233333","MH","Houari Boumediene","OC","airport","small","1","DAAG","Algier","Algeria"
"DJG","169.86667","11.233333","MH","Tiska","OC","airport","small","1","DAAJ","Djanet","Algeria"
"QFD","169.86667","11.233333","MH","Boufarik","OC","airport","small","1","DAAK","Boufarik","Algeria"
"VVZ","169.86667","11.233333","MH","Illizi Takhamalt","OC","airport","small","1","DAAP","Illizi","Algeria"
"TMR","169.86667","11.233333","MH","Tamanrasset","OC","airport","small","1","DAAT","Tamanrasset","Algeria"
"GJL","169.86667","11.233333","MH","Jijel","OC","airport","small","1","DAAV","Jijel","Algeria"
"AAE","169.86667","11.233333","MH","Annaba","OC","airport","small","1","DABB","Annaba","Algeria"
"CZL","169.86667","11.233333","MH","Mohamed Boudiaf Intl","OC","airport","small","1","DABC","Constantine","Algeria"
"TEE","169.86667","11.233333","MH","Cheikh Larbi Tebessi","OC","airport","small","1","DABS","Tebessa","Algeria"
"HRM","169.86667","11.233333","MH","Hassi R Mel","OC","airport","small","1","DAFH","Tilrempt","Algeria"
"TID","169.86667","11.233333","MH","Bou Chekif","OC","airport","small","1","DAOB","Tiaret","Algeria"
"TIN","169.86667","11.233333","MH","Tindouf","OC","airport","small","1","DAOF","Tindouf","Algeria"
"QAS","169.86667","11.233333","MH","Ech Cheliff","OC","airport","small","1","DAOI","Ech-cheliff","Algeria"
"TAF","169.86667","11.233333","MH","Tafaraoui","OC","airport","small","1","DAOL","Oran","Algeria"
"TLM","169.86667","11.233333","MH","Zenata","OC","airport","small","1","DAON","Tlemcen","Algeria"
"ORN","169.86667","11.233333","MH","Es Senia","OC","airport","small","1","DAOO","Oran","Algeria"
"MUW","169.86667","11.233333","MH","Ghriss","OC","airport","small","1","DAOV","Ghriss","Algeria"
"AZR","169.86667","11.233333","MH","Touat Cheikh Sidi Mohamed Belkebir","OC","airport","small","1","DAUA","Adrar","Algeria"
"BSK","169.86667","11.233333","MH","Biskra","OC","airport","small","1","DAUB","Biskra","Algeria"
"ELG","169.86667","11.233333","MH","El Golea","OC","airport","small","1","DAUE","El Golea","Algeria"
"GHA","169.86667","11.233333","MH","Noumerat","OC","airport","small","1","DAUG","Ghardaia","Algeria"
"HME","169.86667","11.233333","MH","Oued Irara","OC","airport","small","1","DAUH","Hassi Messaoud","Algeria"
"INZ","169.86667","11.233333","MH","In Salah","OC","airport","small","1","DAUI","In Salah","Algeria"
"TGR","169.86667","11.233333","MH","Sidi Mahdi","OC","airport","small","1","DAUK","Touggourt","Algeria"
"LOO","169.86667","11.233333","MH","Laghouat","OC","airport","small","1","DAUL","Laghouat","Algeria"
"TMX","169.86667","11.233333","MH","Timimoun","OC","airport","small","1","DAUT","Timimoun","Algeria"
"OGX","169.86667","11.233333","MH","Ouargla","OC","airport","small","1","DAUU","Ouargla","Algeria"
"IAM","169.86667","11.233333","MH","In Amenas","OC","airport","small","1","DAUZ","Zarzaitine","Algeria"
"COO","169.86667","11.233333","MH","Cadjehoun","OC","airport","small","1","DBBB","Cotonou","Benin"
"OUA","169.86667","11.233333","MH","Ouagadougou","OC","airport","small","0","DFFD","Ouagadougou","Burkina Faso"
"BOY","169.86667","11.233333","MH","Bobo Dioulasso","OC","airport","small","0","DFOO","Bobo-dioulasso","Burkina Faso"
"ACC","169.86667","11.233333","MH","Kotoka Intl","OC","airport","small","0","DGAA","Accra","Ghana"
"TML","169.86667","11.233333","MH","Tamale","OC","airport","small","0","DGLE","Tamale","Ghana"
"NYI","169.86667","11.233333","MH","Sunyani","OC","airport","small","0","DGSN","Sunyani","Ghana"
"TKD","169.86667","11.233333","MH","Takoradi","OC","airport","small","0","DGTK","Takoradi","Ghana"
"ABJ","169.86667","11.233333","MH","Abidjan Felix Houphouet Boigny Intl","OC","airport","small","0","DIAP","Abidjan","Cote d'Ivoire"
"BYK","169.86667","11.233333","MH","Bouake","OC","airport","small","0","DIBK","Bouake","Cote d'Ivoire"
"DJO","169.86667","11.233333","MH","Daloa","OC","airport","small","0","DIDL","Daloa","Cote d'Ivoire"
"HGO","169.86667","11.233333","MH","Korhogo","OC","airport","small","0","DIKO","Korhogo","Cote d'Ivoire"
"MJC","169.86667","11.233333","MH","Man","OC","airport","small","0","DIMN","Man","Cote d'Ivoire"
"SPY","169.86667","11.233333","MH","San Pedro","OC","airport","small","0","DISP","San Pedro","Cote d'Ivoire"
"ASK","169.86667","11.233333","MH","Yamoussoukro","OC","airport","small","0","DIYO","Yamoussoukro","Cote d'Ivoire"
"ABV","169.86667","11.233333","MH","Nnamdi Azikiwe Intl","OC","airport","small","1","DNAA","Abuja","Nigeria"
"AKR","169.86667","11.233333","MH","Akure","OC","airport","small","1","DNAK","Akure","Nigeria"
"BNI","169.86667","11.233333","MH","Benin","OC","airport","small","1","DNBE","Benin","Nigeria"
"CBQ","169.86667","11.233333","MH","Calabar","OC","airport","small","1","DNCA","Calabar","Nigeria"
"ENU","169.86667","11.233333","MH","Enugu","OC","airport","small","1","DNEN","Enugu","Nigeria"
"QUS","169.86667","11.233333","MH","Gusau","OC","airport","small","1","DNGU","Gusau","Nigeria"
"IBA","169.86667","11.233333","MH","Ibadan","OC","airport","small","1","DNIB","Ibadan","Nigeria"
"ILR","169.86667","11.233333","MH","Ilorin","OC","airport","small","1","DNIL","Ilorin","Nigeria"
"JOS","169.86667","11.233333","MH","Yakubu Gowon","OC","airport","small","1","DNJO","Jos","Nigeria"
"KAD","169.86667","11.233333","MH","Kaduna","OC","airport","small","1","DNKA","Kaduna","Nigeria"
"KAN","169.86667","11.233333","MH","Mallam Aminu Intl","OC","airport","small","1","DNKN","Kano","Nigeria"
"MIU","169.86667","11.233333","MH","Maiduguri","OC","airport","small","1","DNMA","Maiduguri","Nigeria"
"MDI","169.86667","11.233333","MH","Makurdi","OC","airport","small","1","DNMK","Makurdi","Nigeria"
"LOS","169.86667","11.233333","MH","Murtala Muhammed","OC","airport","small","1","DNMM","Lagos","Nigeria"
